county,state,cases,population,num_physicians,yhat
Malheur,Oregon,1,30571,9,24.39647573177371
Marion,Oregon,151,347818,237,277.5680676482309
Morrow,Oregon,1,11603,4,9.259504364128434
Multnomah,Oregon,134,812855,649,648.6800327418441
Polk,Oregon,18,86085,48,68.69813265414085
Sherman,Oregon,0,1780,0,1.420487612526813
Tillamook,Oregon,3,27036,19,21.575451175435347
Umatilla,Oregon,5,77950,35,62.20618505419386
Union,Oregon,1,26835,19,21.415047798964622
Wallowa,Oregon,1,7208,9,5.752176803984982
Wasco,Oregon,7,26682,23,21.292949706427205
Washington,Oregon,189,601592,534,480.0865077501295
Wheeler,Oregon,0,1332,0,1.0629716291492781
Yamhill,Oregon,17,107100,69,85.46866477619196
Adams,Pennsylvania,12,103009,56,82.20393734762611
Allegheny,Pennsylvania,356,1216045,970,970.4364375141395
Armstrong,Pennsylvania,5,64735,29,51.66026157130519
Beaver,Pennsylvania,54,163929,71,130.819726872982
Bedford,Pennsylvania,3,47888,12,38.21590493746293
Berks,Pennsylvania,151,421164,262,336.1001375518217
Blair,Pennsylvania,6,121829,104,97.22280075647703
Bradford,Pennsylvania,8,60323,56,48.13936755643536
Bucks,Pennsylvania,319,628270,537,501.37626534956223
Butler,Pennsylvania,64,187853,124,149.91171880674125
Cambria,Pennsylvania,3,130192,108,103.89669845510721
Cameron,Pennsylvania,1,4447,4,3.5488249510712007
Carbon,Pennsylvania,23,64182,29,51.218952779323544
Centre,Pennsylvania,27,162385,123,129.58757357312726
Chester,Pennsylvania,183,524989,444,418.95526472631406
Clarion,Pennsylvania,4,38438,19,30.674552163093054
Clearfield,Pennsylvania,4,79255,42,63.24760996113066
Clinton,Pennsylvania,0,38632,20,30.829369352323507
Columbia,Pennsylvania,8,64964,35,51.84300969673701
Crawford,Pennsylvania,5,84629,58,67.53620570816385
Cumberland,Pennsylvania,38,253370,231,202.1960372954599
Dauphin,Pennsylvania,59,278299,298,222.09004611157278
Delaware,Pennsylvania,390,566747,604,452.2792656947942
Elk,Pennsylvania,0,29910,15,23.868980050942124
Erie,Pennsylvania,15,269728,217,215.25015884923158
Fayette,Pennsylvania,14,129274,49,103.16410989988272
Forest,Pennsylvania,0,7247,6,5.783299847180794
Franklin,Pennsylvania,21,155027,94,123.7156927568507
Fulton,Pennsylvania,0,14530,3,11.595328657311569
Greene,Pennsylvania,9,36233,17,28.91490318240675
Huntingdon,Pennsylvania,1,45144,16,36.026119539275534
Indiana,Pennsylvania,6,84073,47,67.09250283593637
Jefferson,Pennsylvania,0,43425,20,34.654311558413966
Juniata,Pennsylvania,3,24763,6,19.761536375843523
Lackawanna,Pennsylvania,85,209674,160,167.32546048817247
Lancaster,Pennsylvania,157,545724,387,435.5023493587542
Lawrence,Pennsylvania,13,85512,35,68.24086332718699
Lebanon,Pennsylvania,36,141793,83,113.15460676573842
Lehigh,Pennsylvania,374,369318,373,294.72564274335815
Luzerne,Pennsylvania,282,317417,251,253.30725646372102
Lycoming,Pennsylvania,7,113299,90,90.41563259082886
McKean,Pennsylvania,1,40625,22,32.41983666230437
Mercer,Pennsylvania,8,109424,71,87.32327893996292
Mifflin,Pennsylvania,2,46138,24,36.81935812739444
Monroe,Pennsylvania,278,170271,71,135.88081251267022
Montgomery,Pennsylvania,649,830915,663,663.092395821751
Montour,Pennsylvania,13,18230,15,14.548027627170676
Northampton,Pennsylvania,312,305285,252,243.6255959495776
Northumberland,Pennsylvania,6,90843,41,72.49514392402993
Perry,Pennsylvania,1,46272,13,36.926293711708254
Philadelphia,Pennsylvania,1478,1584064,1264,1264.1254435110525
Pike,Pennsylvania,57,55809,16,44.537074813207255
Potter,Pennsylvania,2,16526,7,13.188190047538265
Schuylkill,Pennsylvania,47,141359,79,112.80826315684143
Snyder,Pennsylvania,3,40372,20,32.2179358949059
Somerset,Pennsylvania,3,73447,29,58.61267060520047
Sullivan,Pennsylvania,0,6066,5,4.840830257071712
Susquehanna,Pennsylvania,2,40328,15,32.18282271796703
Tioga,Pennsylvania,2,40591,21,32.39270375285161
Union,Pennsylvania,4,44923,42,35.84975562783259
Venango,Pennsylvania,3,50668,29,40.43441929860032
Warren,Pennsylvania,1,39191,19,31.275466304796815
Washington,Pennsylvania,35,206865,159,165.08380335132537
Wayne,Pennsylvania,14,51361,30,40.98745183538744
Westmoreland,Pennsylvania,72,348899,273,278.43073456347895
Wyoming,Pennsylvania,0,26794,14,21.38232870227159
York,Pennsylvania,66,449058,309,358.3602956775649
Bristol,Rhode Island,20,48479,100,38.68753874589178
Kent,Rhode Island,55,164292,141,131.10941058272763
Newport,Rhode Island,31,82082,69,65.50363157945273
Providence,Rhode Island,391,638931,605,509.88402851649954
Washington,Rhode Island,32,125577,115,100.21380501026944
Abbeville,South Carolina,4,24527,14,19.57320206317143
Aiken,South Carolina,18,170872,56,136.36042658858517
Allendale,South Carolina,1,8688,7,6.933256391928625
Anderson,South Carolina,47,202558,132,161.64670214505966
Bamberg,South Carolina,4,14066,5,11.225044245956266
Barnwell,South Carolina,2,20866,4,16.651626136508135
Beaufort,South Carolina,101,192122,131,153.31849499655976
Berkeley,South Carolina,18,227907,68,181.87588219558899
Calhoun,South Carolina,3,14553,3,11.613683272529613
Charleston,South Carolina,190,411406,488,328.3129925388798
Cherokee,South Carolina,0,57300,23,45.726932695385614
Chester,South Carolina,3,32244,8,25.73157448219919
Chesterfield,South Carolina,9,45650,14,36.42992107407248
Clarendon,South Carolina,28,33745,11,26.929412631863656
Colleton,South Carolina,5,37677,19,30.067253807400412
Darlington,South Carolina,11,66618,33,53.16294593893889
Dillon,South Carolina,1,30479,16,24.323057270901536
Dorchester,South Carolina,27,162809,58,129.92593691453814
Edgefield,South Carolina,4,27260,9,21.754209167124113
Fairfield,South Carolina,7,22347,9,17.83350375120039
Florence,South Carolina,21,138293,140,110.36151314560144
Georgetown,South Carolina,14,62680,38,50.02031660291047
Greenville,South Carolina,129,523542,532,417.8005200210746
Greenwood,South Carolina,6,70811,74,56.50907209586301
Hampton,South Carolina,0,19222,6,15.339670161792359
Horry,South Carolina,42,354081,197,282.56610917477894
Jasper,South Carolina,4,30073,7,23.999058410965645
Kershaw,South Carolina,116,66551,40,53.10947814678199
Lancaster,South Carolina,17,98012,42,78.2161976848191
Laurens,South Carolina,4,67493,37,53.86121934397314
Lee,South Carolina,5,16828,3,13.429194125618658
Lexington,South Carolina,61,298750,175,238.41049114740753
McCormick,South Carolina,0,9463,4,7.551727122101815
Marion,South Carolina,2,30657,13,24.465106032154218
Marlboro,South Carolina,2,26118,5,20.842862620210845
Newberry,South Carolina,2,38440,25,30.676148216590278
Oconee,South Carolina,5,79546,41,63.479835744976334
Orangeburg,South Carolina,24,86175,38,68.76995506151579
Pickens,South Carolina,14,126884,76,101.25682597070345
Richland,South Carolina,176,415759,354,331.7868029755816
Saluda,South Carolina,1,20473,2,16.33800162430418
Spartanburg,South Carolina,45,319785,210,255.19698380443086
Sumter,South Carolina,48,106721,54,85.16621263846855
Union,South Carolina,3,27316,11,21.798898665046305
Williamsburg,South Carolina,3,30368,5,24.234476301805763
York,South Carolina,66,280979,117,224.2287577978491
Aurora,South Dakota,1,2751,2,2.195371585427676
Beadle,South Dakota,21,18453,11,14.725987592110831
Bennett,South Dakota,0,3365,3,2.6853600090745653
Bon Homme,South Dakota,1,6901,4,5.507182592161538
Brookings,South Dakota,2,35077,20,27.992384261012933
Brown,South Dakota,4,38839,25,30.994560889285893
Brule,South Dakota,0,5297,8,4.227147687390184
Buffalo,South Dakota,0,1962,0,1.5657284807739367
Butte,South Dakota,0,10429,2,8.322620961259625
Campbell,South Dakota,0,1376,0,1.0980848060881432
Charles Mix,South Dakota,1,9292,6,7.415264548089408
Clark,South Dakota,1,3736,3,2.981427932809086
Clay,South Dakota,3,14070,9,11.228236352950708
Codington,South Dakota,5,28009,27,22.35193120183343
Corson,South Dakota,0,4086,3,3.2607372948227855
Custer,South Dakota,0,8972,4,7.159895988534026
Davison,South Dakota,2,19775,14,15.780978953774005
Day,South Dakota,0,5424,2,4.328497084463727
Deuel,South Dakota,1,4351,2,3.4722143832045864
Dewey,South Dakota,0,5892,5,4.7019736028134735
Douglas,South Dakota,0,2921,2,2.3310361326914726
Edmunds,South Dakota,0,3829,2,3.055644420429869
Fall River,South Dakota,1,6713,3,5.3571535634227505
Faulk,South Dakota,1,2299,2,1.8346634950556984
Grant,South Dakota,0,7052,7,5.627684631201733
Gregory,South Dakota,0,4185,3,3.3397419429352317
Haakon,South Dakota,0,1899,2,1.5154527956114707
Hamlin,South Dakota,1,6164,5,4.919036878435548
Hand,South Dakota,0,3191,2,2.546503354816326
Hanson,South Dakota,0,3453,3,2.755586362952295
Harding,South Dakota,0,1298,0,1.0358387196965186
Hughes,South Dakota,2,17526,14,13.986216796148835
Hutchinson,South Dakota,2,7291,6,5.81841302411966
Hyde,South Dakota,0,1301,0,1.0382327999423504
Jackson,South Dakota,0,3344,3,2.668601447353743
Jerauld,South Dakota,0,2013,2,1.6064278449530756
Jones,South Dakota,0,903,0,0.7206181539953439
Kingsbury,South Dakota,1,4939,2,3.9414541113876007
Lake,South Dakota,0,12797,8,10.212348301969453
Lawrence,South Dakota,6,25844,21,20.624203291091547
Lincoln,South Dakota,11,61128,89,48.781779089066866
Lyman,South Dakota,1,3781,3,3.017339136496562
McCook,South Dakota,2,5586,4,4.457777417738639
McPherson,South Dakota,0,2379,2,1.898505634944544
Marshall,South Dakota,1,4935,4,3.9382620043931587
Meade,South Dakota,1,28332,17,22.609693841634645
Mellette,South Dakota,0,2061,2,1.644733128886383
Miner,South Dakota,0,2216,2,1.7684272749210213
Minnehaha,South Dakota,40,193134,172,154.12609806615365
Moody,South Dakota,0,6576,2,5.2478238988631025
Oglala Lakota,South Dakota,0,14177,5,11.313625215052038
Pennington,South Dakota,5,113775,99,90.7954933231675
Perkins,South Dakota,0,2865,2,2.2863466347692807
Potter,South Dakota,0,2153,2,1.7181515897585553
Roberts,South Dakota,2,10394,7,8.294690025058255
Sanborn,South Dakota,0,2344,2,1.870574698743174
Spink,South Dakota,0,6376,2,5.088218549140989
Stanley,South Dakota,0,3098,2,2.472286867195543
Sully,South Dakota,0,1391,1,1.1100552073173016
Todd,South Dakota,1,10177,2,8.121518220609762
Tripp,South Dakota,0,5441,5,4.342063539190106
Turner,South Dakota,1,8384,7,6.690656260351012
Union,South Dakota,1,15932,10,12.714162158863587
Walworth,South Dakota,0,5435,5,4.337275378698443
Yankton,South Dakota,8,22814,22,18.206182242801525
Ziebach,South Dakota,0,2756,2,2.1993617191707284
Anderson,Tennessee,10,76978,41,61.43050305454439
Bedford,Tennessee,4,49713,17,39.67230375367722
Benton,Tennessee,4,16160,3,12.896112257546797
Bledsoe,Tennessee,2,15064,12,12.021474941069613
Blount,Tennessee,28,133088,90,106.20778391908343
Bradley,Tennessee,14,108110,57,86.27467179228863
Campbell,Tennessee,4,39842,19,31.794981718142296
Cannon,Tennessee,3,14678,3,11.713436616105934
Carroll,Tennessee,5,27767,14,22.158808728669673
Carter,Tennessee,1,56391,21,45.0015263808986
Cheatham,Tennessee,11,40667,22,32.45335378574602
Chester,Tennessee,3,17297,5,13.803468670717015
Claiborne,Tennessee,2,31959,19,25.50413685884518
Clay,Tennessee,1,7615,3,6.076973690669484
Cocke,Tennessee,1,36004,18,28.732155056974932
Coffee,Tennessee,1,56520,37,45.10447183146937
Crockett,Tennessee,0,14230,11,11.355920632728399
Cumberland,Tennessee,14,60520,40,48.296578825911645
Davidson,Tennessee,673,694144,653,553.9454793875349
Decatur,Tennessee,0,11663,4,9.307385969045068
DeKalb,Tennessee,5,20490,8,16.35156807903056
Dickson,Tennessee,18,53948,19,43.05194703404298
Dyer,Tennessee,3,37159,16,29.653875951620137
Fayette,Tennessee,14,41133,14,32.82523425059854
Fentress,Tennessee,1,18523,8,14.781849464513572
Franklin,Tennessee,7,42208,28,33.683113005354905
Gibson,Tennessee,6,49133,21,39.209448239483095
Giles,Tennessee,3,29464,11,23.51306012106181
Grainger,Tennessee,3,23320,5,18.609983777598472
Greene,Tennessee,15,69069,39,55.1189094997834
Grundy,Tennessee,6,13427,11,10.715105153594111
Hamblen,Tennessee,3,64934,40,51.81906889427869
Hamilton,Tennessee,50,367804,401,293.51743024596175
Hancock,Tennessee,0,6620,5,5.282937075801968
Hardeman,Tennessee,4,25050,6,19.990570052694757
Hardin,Tennessee,2,25652,13,20.470982155358318
Hawkins,Tennessee,5,56786,16,45.31674694659978
Haywood,Tennessee,2,17304,6,13.809054857957287
Henderson,Tennessee,0,28117,9,22.43811809068337
Henry,Tennessee,1,32345,22,25.812175183808858
Hickman,Tennessee,1,25178,5,20.09271747651691
Houston,Tennessee,1,8201,2,6.544617365355277
Humphreys,Tennessee,2,18582,5,14.828933042681596
Jackson,Tennessee,0,11786,2,9.405543259124167
Jefferson,Tennessee,6,54495,22,43.488467665532966
Johnson,Tennessee,2,17788,6,14.195299804284803
Knox,Tennessee,78,470313,520,375.3223542192826
Lake,Tennessee,0,7016,6,5.598955668251753
Lauderdale,Tennessee,1,25633,2,20.455819647134717
Lawrence,Tennessee,2,44142,16,35.22649673716774
Lewis,Tennessee,2,12268,2,9.790192151954463
Lincoln,Tennessee,2,34366,18,27.424987242750817
Loudon,Tennessee,8,54068,27,43.147710243876254
McMinn,Tennessee,3,53794,26,42.92905091475696
McNairy,Tennessee,1,25694,8,20.504499278799962
Macon,Tennessee,4,24602,4,19.63305406931722
Madison,Tennessee,7,97984,128,78.193852935858
Marion,Tennessee,8,28907,16,23.06855922208572
Marshall,Tennessee,1,34375,5,27.432169483488313
Maury,Tennessee,17,96387,50,76.91940421832693
Meigs,Tennessee,1,12422,6,9.91308827124049
Monroe,Tennessee,5,46545,10,37.14415501407894
Montgomery,Tennessee,27,208993,79,166.78200427236868
Moore,Tennessee,0,6488,5,5.177597544985373
Morgan,Tennessee,1,21403,3,17.08016650051201
Obion,Tennessee,2,30069,14,23.9958663039712
Overton,Tennessee,2,22241,10,17.74891291584767
Perry,Tennessee,2,8076,2,6.444864021778956
Pickett,Tennessee,0,5048,2,4.0284390269861525
Polk,Tennessee,0,16832,10,13.4323862326131
Putnam,Tennessee,31,80245,52,64.03765644225511
Rhea,Tennessee,1,33167,11,26.468153171166747
Roane,Tennessee,2,53382,19,42.6002638943294
Robertson,Tennessee,35,71813,25,57.3086948979708
Rutherford,Tennessee,86,332285,135,265.17231816206294
Scott,Tennessee,3,22068,9,17.61085428833804
Sequatchie,Tennessee,1,15026,5,11.99114992462241
Sevier,Tennessee,9,98250,38,78.40612805098841
Shelby,Tennessee,496,937166,783,747.8835358883726
Smith,Tennessee,3,20157,8,16.08582517174324
Stewart,Tennessee,0,13715,11,10.944936857193955
Sullivan,Tennessee,17,158348,199,126.3659395889864
Sumner,Tennessee,201,191283,90,152.6489505544755
Tipton,Tennessee,22,61599,18,49.15764968766245
Trousdale,Tennessee,5,11284,2,9.004933831321662
Unicoi,Tennessee,1,17883,7,14.271112345402807
Union,Tennessee,1,19972,3,15.938190223250286
Van Buren,Tennessee,0,5872,5,4.6860130678412615
Warren,Tennessee,1,41277,21,32.94015010239846
Washington,Tennessee,21,129375,220,103.24471060149239
Wayne,Tennessee,1,16673,5,13.305499979584019
Weakley,Tennessee,1,33328,19,26.59663547769305
White,Tennessee,2,27345,9,21.822041440756013
Williamson,Tennessee,148,238412,339,190.25915318974302
Wilson,Tennessee,45,144657,44,115.4401553737591
Anderson,Texas,1,57735,20,46.074074331031206
Andrews,Texas,1,18705,9,14.927090332760695
Angelina,Texas,5,86715,52,69.2008895057655
Aransas,Texas,2,23510,9,18.76160885983448
Archer,Texas,0,8553,7,6.825522780866198
Armstrong,Texas,0,1887,0,1.505876474628144
Atascosa,Texas,2,51153,8,40.821462271676445
Austin,Texas,2,30032,6,23.966339314272613
Bailey,Texas,0,7000,3,5.586187240273984
Bandera,Texas,0,23112,6,18.443994213887475
Bastrop,Texas,8,88723,23,70.80332721697552
Baylor,Texas,0,3509,3,2.800275860874487
Bee,Texas,0,32565,7,25.987741068503183
Bell,Texas,44,362924,284,289.6230597127422
Bexar,Texas,207,2003554,1599,1598.8896842857002
Blanco,Texas,1,11931,5,9.5212571376727
Borden,Texas,0,654,0,0.5219094935913122
Bosque,Texas,0,18685,10,14.911129797788483
Bowie,Texas,9,93245,63,74.41200417419252
Brazoria,Texas,95,374264,234,298.67268304198603
Brazos,Texas,63,229211,190,182.91650907577716
Brewster,Texas,0,9203,6,7.3442401674630675
Briscoe,Texas,0,1546,0,1.23374935335194
Brooks,Texas,0,7093,6,5.660403727894766
Brown,Texas,3,37864,19,30.21648480939059
Burleson,Texas,1,18443,7,14.718007324624725
Burnet,Texas,3,48155,22,38.42897807934195
Caldwell,Texas,1,43664,12,34.84503995133189
Calhoun,Texas,7,21290,11,16.989989477919018
Callahan,Texas,0,13943,11,11.126886955877165
Cameron,Texas,26,423163,207,337.69539302229424
Camp,Texas,1,13094,11,10.449362246306793
Carson,Texas,0,5926,5,4.729106512266233
Cass,Texas,3,30026,8,23.96155115378095
Castro,Texas,8,7530,6,6.009141417037585
Chambers,Texas,9,43837,4,34.98309857884152
Cherokee,Texas,4,52646,21,42.01291620735202
Childress,Texas,0,7306,6,5.830383425348818
Clay,Texas,1,10471,4,8.35613808470127
Cochran,Texas,0,2853,2,2.2767703137859536
Coke,Texas,0,3387,3,2.7029165975439975
Coleman,Texas,0,8175,5,6.523868669891402
Collin,Texas,184,1034730,918,825.7422175898142
Collingsworth,Texas,0,2920,2,2.3302381059428616
Colorado,Texas,2,21493,10,17.151988907886963
Comal,Texas,12,156209,98,124.6589603737084
Comanche,Texas,1,13635,6,10.88109471730511
Concho,Texas,0,2726,2,2.1754209167124112
Cooke,Texas,1,41257,13,32.92418956742625
Coryell,Texas,1,75951,17,60.61092958372134
Cottle,Texas,0,1398,0,1.1156413945575756
Crane,Texas,2,4797,4,3.8281343130849
Crockett,Texas,0,3464,3,2.7643646571870115
Crosby,Texas,0,5737,2,4.578279456778835
Culberson,Texas,0,2171,2,1.7325160712335455
Dallam,Texas,0,7287,5,5.815220917125217
Dallas,Texas,631,2635516,2103,2103.2122643911325
Dawson,Texas,3,12728,3,10.157284456315324
Deaf Smith,Texas,2,18546,2,14.800204079731614
Delta,Texas,0,5331,4,4.254280596842944
Denton,Texas,206,887207,530,708.0149175545372
DeWitt,Texas,4,20160,11,16.088219251989074
Dickens,Texas,0,2211,2,1.7644371411779682
Dimmit,Texas,0,10124,4,8.079222802933401
Donley,Texas,0,3278,3,2.6159316819454457
Duval,Texas,0,11157,9,8.90358443424812
Eastland,Texas,3,18360,6,14.651771104490049
Ector,Texas,11,166223,93,132.65040023429464
Edwards,Texas,0,1932,0,1.5417876783156195
Ellis,Texas,20,184826,70,147.49609183869705
El Paso,Texas,50,839238,405,669.7343724504368
Erath,Texas,2,42698,23,34.07414611217408
Falls,Texas,1,17297,2,13.803468670717015
Fannin,Texas,1,35514,7,28.341121950155753
Fayette,Texas,4,25346,9,20.226785970283483
Fisher,Texas,0,3830,3,3.0564424471784797
Floyd,Texas,0,5712,4,4.558328788063571
Foard,Texas,0,1155,0,0.9217208946452073
Fort Bend,Texas,163,811688,650,647.7487355262156
Franklin,Texas,1,10725,3,8.558836878848354
Freestone,Texas,0,19717,6,15.73469340235459
Frio,Texas,0,20306,4,16.204731157286215
Gaines,Texas,1,21492,5,17.15119088113835
Galveston,Texas,118,342139,245,273.0360737428715
Garza,Texas,0,6229,5,4.970908617095235
Gillespie,Texas,0,26988,31,21.53714589150204
Glasscock,Texas,0,1409,0,1.124419688792292
Goliad,Texas,0,7658,6,6.111288840859738
Gonzales,Texas,1,20837,8,16.62848336079843
Gray,Texas,1,21886,9,17.465613420090914
Grayson,Texas,8,136212,62,108.70081948174284
Gregg,Texas,6,123945,107,98.911425356537
Grimes,Texas,3,28880,6,23.047012499873237
Guadalupe,Texas,17,166847,56,133.14836892542763
Hale,Texas,1,33406,10,26.658881564084673
Hall,Texas,1,2964,2,2.365351282881727
Hamilton,Texas,0,8461,8,6.752104319994025
Hansford,Texas,0,5399,2,4.308546415748463
Hardeman,Texas,0,3933,4,3.1386392022853684
Hardin,Texas,13,57602,11,45.967936773466
Harris,Texas,847,4713325,3761,3761.3594248949107
Harrison,Texas,3,66553,19,53.111074200279205
Hartley,Texas,0,5576,4,4.449797150252533
Haskell,Texas,0,5658,3,4.5152353436386
Hays,Texas,38,230191,93,183.69857528941552
Hemphill,Texas,0,3819,4,3.0476641529437636
Henderson,Texas,1,82737,25,66.02633909979265
Hidalgo,Texas,46,868707,387,693.2514227052417
Hill,Texas,2,36649,8,29.24688230982875
Hockley,Texas,7,23021,13,18.37137377976391
Hood,Texas,6,61643,31,49.19276286460131
Hopkins,Texas,3,37084,9,29.594023945474344
Houston,Texas,0,22968,4,18.32907836208755
Howard,Texas,0,36664,11,29.258852711057905
Hudspeth,Texas,0,4886,4,3.899158693711241
Hunt,Texas,4,98594,27,78.68064925251045
Hutchinson,Texas,0,20938,7,16.709084062408095
Irion,Texas,0,1536,0,1.225769085865834
Jack,Texas,0,8935,4,7.130368998835435
Jackson,Texas,1,14760,12,11.778874809492
Jasper,Texas,0,35529,14,28.35309235138491
Jeff Davis,Texas,0,2274,2,1.8147128263404342
Jefferson,Texas,27,251565,145,200.7555990142178
Jim Hogg,Texas,0,5200,4,4.14973909277496
Jim Wells,Texas,0,40482,11,32.30571883725306
Johnson,Texas,12,175817,77,140.30666886046444
Jones,Texas,0,20083,6,16.02677119234606
Karnes,Texas,2,15601,4,12.450015305073489
Kaufman,Texas,4,136154,39,108.65453393032342
Kendall,Texas,7,47431,38,37.851206713347906
Kenedy,Texas,0,404,0,0.3224028064386699
Kent,Texas,0,762,0,0.6080963824412536
Kerr,Texas,1,52600,44,41.97620697691593
Kimble,Texas,0,4337,3,3.4610420087240383
King,Texas,0,272,0,0.2170632756220748
Kinney,Texas,0,3667,3,2.926364087154957
Kleberg,Texas,1,30680,14,24.48346064737226
Knox,Texas,0,3664,3,2.9239700069091255
Lamar,Texas,3,49859,25,39.788815658974364
Lamb,Texas,1,12893,3,10.288958869836067
Lampasas,Texas,0,21428,9,17.100117169227275
La Salle,Texas,0,7520,6,6.001161149551479
Lavaca,Texas,1,20154,14,16.08343109149741
Lee,Texas,0,17239,4,13.7571831192976
Leon,Texas,2,17404,14,13.888857532818346
Liberty,Texas,3,88219,20,70.4011217356758
Limestone,Texas,2,23437,8,18.70335290718591
Lipscomb,Texas,0,3233,3,2.58002047825797
Live Oak,Texas,1,12207,10,9.741512520289216
Llano,Texas,3,21795,17,17.392992985967354
Loving,Texas,0,169,0,0.1348665205151862
Lubbock,Texas,100,310569,251,247.84236928923585
Lynn,Texas,2,5951,3,4.749057180981497
McCulloch,Texas,0,7984,4,6.371445560906784
McLennan,Texas,48,256623,187,204.79201830869007
McMullen,Texas,0,743,0,0.5929338742176529
Madison,Texas,0,14284,3,11.39901407715337
Marion,Texas,0,9854,8,7.863755580808548
Martin,Texas,1,5771,2,4.605412366231595
Mason,Texas,0,4274,3,3.4107663235615724
Matagorda,Texas,29,36643,14,29.242094149337085
Maverick,Texas,1,58722,15,46.86172673190984
Medina,Texas,3,51584,14,41.1654118003276
Menard,Texas,0,2138,2,1.7061811885293967
Midland,Texas,16,176832,59,141.11666601030416
Milam,Texas,2,24823,2,19.809417980760156
Mills,Texas,0,4873,2,3.8887843459793032
Mitchell,Texas,0,8545,4,6.819138566877313
Montague,Texas,1,19818,6,15.81529410396426
Montgomery,Texas,110,607391,354,484.7142648653222
Moore,Texas,1,20940,10,16.710680115905316
Morris,Texas,1,12388,2,9.88595536178773
Motley,Texas,0,1200,0,0.9576320983326829
Nacogdoches,Texas,4,65204,46,52.03453611640355
Navarro,Texas,4,50113,22,39.99151445312145
Newton,Texas,1,13595,11,10.849173647360686
Nolan,Texas,0,14714,4,11.742165579055914
Nueces,Texas,34,362294,299,289.1203028611175
Ochiltree,Texas,0,9836,4,7.849391099333558
Oldham,Texas,2,2112,2,1.685432493065522
Orange,Texas,7,83396,18,66.55223872712702
Palo Pinto,Texas,0,29189,12,23.293602765193903
Panola,Texas,0,23194,8,18.50943240727354
Parker,Texas,4,142878,59,114.0204657879809
Parmer,Texas,0,9605,2,7.665046920404516
Pecos,Texas,0,15823,7,12.627177243265034
Polk,Texas,4,51353,29,40.98106762139856
Potter,Texas,16,117415,90,93.70031068810998
Presidio,Texas,0,6704,2,5.349971322685255
Rains,Texas,0,12514,2,9.986506732112662
Randall,Texas,17,137713,80,109.8986576314073
Reagan,Texas,0,3849,2,3.0716049554020803
Real,Texas,0,3452,3,2.7547883362036845
Red River,Texas,0,12023,2,9.594675598544873
Reeves,Texas,0,15976,6,12.749275335802452
Refugio,Texas,0,6948,2,5.544689849346234
Roberts,Texas,0,854,0,0.681514843313426
Robertson,Texas,2,17074,14,13.625508705776857
Rockwall,Texas,9,104915,76,83.72497633047786
Runnels,Texas,0,10264,7,8.190946547738882
Rusk,Texas,5,54406,11,43.417443284906625
Sabine,Texas,0,10542,2,8.41279798385262
San Augustine,Texas,1,8237,2,6.573346328305258
San Jacinto,Texas,1,28859,3,23.030253938152413
San Patricio,Texas,2,66730,18,53.252324934783275
San Saba,Texas,0,6055,2,4.832051962836996
Schleicher,Texas,0,2793,2,2.2288887088693197
Scurry,Texas,0,16703,9,13.329440782042337
Shackelford,Texas,0,3265,3,2.605557334213508
Shelby,Texas,2,25274,5,20.169328044383523
Sherman,Texas,0,3022,2,2.41163683430114
Smith,Texas,43,232751,232,185.74152376585857
Somervell,Texas,0,9128,6,7.284388161317275
Starr,Texas,4,64633,13,51.57886284294691
Stephens,Texas,0,9366,3,7.474318527486591
Sterling,Texas,0,1291,0,1.0302525324562448
Stonewall,Texas,0,1350,1,1.0773361106242683
Sutton,Texas,0,3776,3,3.013349002753509
Swisher,Texas,1,7397,6,5.9030038594723795
Tarrant,Texas,288,2102515,1678,1677.8632093549506
Taylor,Texas,14,138034,97,110.1548242177113
Terrell,Texas,0,776,0,0.6192687569218016
Terry,Texas,4,12337,4,9.845255997608591
Throckmorton,Texas,0,1501,1,1.1978381496644643
Titus,Texas,0,32750,18,26.135376016996137
Tom Green,Texas,9,119200,78,95.12478843437984
Travis,Texas,244,1273954,1017,1016.649368499429
Trinity,Texas,0,14651,2,11.691889893893448
Tyler,Texas,0,21672,5,17.294835695888253
Upshur,Texas,2,41753,12,33.32001083473709
Upton,Texas,0,3657,2,2.9183838196688514
Uvalde,Texas,4,26741,12,21.34003328459523
Val Verde,Texas,5,49025,14,39.12326135063315
Van Zandt,Texas,2,56590,10,45.160333703872105
Victoria,Texas,16,92084,72,73.48549511905564
Walker,Texas,5,72971,20,58.232809872861836
Waller,Texas,3,55246,6,44.0877857537395
Ward,Texas,0,11998,3,9.574724929829609
Washington,Texas,17,35882,21,28.63479579364444
Webb,Texas,45,276652,89,220.77569605661117
Wharton,Texas,7,41556,16,33.16279956526081
Wheeler,Texas,0,5056,2,4.0348232409750375
Wichita,Texas,38,132230,95,105.52307696877556
Wilbarger,Texas,0,12769,6,10.190003553008356
Willacy,Texas,2,21358,8,17.044255296824534
Williamson,Texas,55,590551,376,471.2754944187202
Wilson,Texas,5,51070,24,40.75522605154176
Winkler,Texas,0,8010,2,6.392194256370659
Wise,Texas,3,69984,27,55.849103974762066
Wood,Texas,1,45539,21,36.34134010497671
Yoakum,Texas,1,8713,3,6.953207060643889
Young,Texas,3,18010,12,14.37246174247635
Zapata,Texas,0,14179,11,11.31522126854926
Zavala,Texas,0,11840,2,9.448636703549138
Beaver,Utah,0,6710,5,5.3547594831769185
Box Elder,Utah,7,56046,16,44.72620715262796
